application_id,timestamp,race,sex,age_group,approval_decision,model_score,loan_amount,loan_duration_months,loan_purpose,annual_income,zipcode,employment_length_years,credit_score,marital_status,education_level
150d0619-9881-453b-9664-3373b3c8f368,2025-06-30 04:27:39.171728+00:00,White,Male,18-35,0,0.5021397969744923,19664.15120397313,24,education,97611.04531173667,98101,0,800,Divorced,Masters
a53c9467-3ed2-4499-82b6-2dae732cb879,2025-06-30 04:27:39.171728+00:00,Other,Female,56+,1,0.15238724830771222,26426.16881740611,24,education,35376.216317014696,90210,10,800,Divorced,PhD
38921202-99f7-4a16-a4d2-31a79cf720ea,2025-06-30 04:27:39.171728+00:00,Hispanic,Female,36-55,1,0.2973068080738246,16170.216600024456,24,education,94737.04386234403,90210,10,700,Single,HS
7f745e7d-d6b4-4ac7-aeba-aca95c52a66c,2025-06-30 04:27:39.171729+00:00,White,Female,56+,0,0.8323990561075415,17109.79558885066,36,car,57876.31473463915,10001,1,750,Divorced,HS
cb5af6d0-593d-4f4e-8b53-a14709c8092d,2025-06-30 04:27:39.171729+00:00,Hispanic,Female,18-35,0,0.20772113418782512,18713.075044317564,12,home,94304.34025296471,90210,1,600,Married,PhD
cb0cce91-a7ea-4bf5-9213-4828abf601ed,2025-06-30 04:27:39.171730+00:00,White,Male,36-55,1,0.3777751819149917,22436.696051164945,24,other,59520.98677884732,90210,1,800,Single,Bachelors
642c6eff-060c-46dc-a4a0-db254f7118a9,2025-06-30 04:27:39.171730+00:00,Hispanic,Male,18-35,1,0.8862473639140089,14879.594428744884,48,car,56340.00640307456,98101,15,750,Married,Masters
5b1a1627-8762-47b4-be20-6fbfbe317bb2,2025-06-30 04:27:39.171730+00:00,Asian,Male,36-55,1,0.8594078461837574,8116.459049056104,12,education,77146.09918198097,98101,15,700,Married,Masters
c3fdd109-fa77-4470-9d3b-e13a4e9007ef,2025-06-30 04:27:39.171731+00:00,White,Male,18-35,0,0.5334949408485686,23697.373263035726,48,education,87942.98384344396,98101,15,750,Married,Masters
0e5e16d3-4918-4f03-94b8-c75afaf68294,2025-06-30 04:27:39.171731+00:00,White,Female,18-35,1,0.9145719154432039,29883.32310236498,12,other,107840.40649380471,60601,1,750,Single,PhD
a8239ac7-0ab1-44a7-bf4b-b7f3bdc4d8e5,2025-06-30 04:27:39.171731+00:00,Hispanic,Male,36-55,1,0.788019951714737,21979.954700350572,36,education,102495.22333416926,10001,2,700,Single,HS
481d00b3-c17b-463e-b8e0-78ab608ee668,2025-06-30 04:27:39.171732+00:00,Hispanic,Female,36-55,0,0.8626897915058205,33516.358965052015,36,other,74534.37750813828,60601,1,750,Married,PhD
a2bbb859-964d-41d9-8577-86f31ea76e20,2025-06-30 04:27:39.171732+00:00,White,Male,18-35,1,0.06638221045051995,18616.037317029575,12,other,60794.28704672994,98101,0,700,Single,HS
e8438dcd-bf6b-4e35-9966-c30451d1b199,2025-06-30 04:27:39.171732+00:00,Hispanic,Male,56+,1,0.3476887474485625,12762.06356105388,60,education,65030.864556701505,98101,10,600,Divorced,Masters
8d939cb4-5c2e-4909-a90d-65d6d172efa0,2025-06-30 04:27:39.171733+00:00,Hispanic,Female,56+,1,0.09272518201091373,16602.294636084447,60,other,87864.26329310228,10001,0,600,Single,HS
281d41a2-0d0a-4e5e-82ed-54c9dca1d987,2025-06-30 04:27:39.171733+00:00,White,Male,36-55,0,0.7282389523804946,28752.681477020953,36,home,84203.58308670974,10001,2,800,Single,Masters
13debb1b-c475-458b-bca0-15ce014ee731,2025-06-30 04:27:39.171734+00:00,White,Female,18-35,1,0.5058797111220981,23546.302390233846,24,car,69048.27925847811,98101,5,800,Married,PhD
a827b670-0f49-4143-bd58-aaeaeb7918d6,2025-06-30 04:27:39.171734+00:00,White,Female,36-55,1,0.13450325193401913,24484.156202730348,24,car,70843.95695869728,60601,1,600,Single,Masters
323fce5e-6347-48ac-9c3c-b9ce1098ea55,2025-06-30 04:27:39.171734+00:00,Hispanic,Male,56+,1,0.06253188559714806,13125.467228373018,36,other,89409.79263401385,10001,10,650,Single,PhD
d24d2e21-3720-47ee-a410-38ced9a05c74,2025-06-30 04:27:39.171735+00:00,White,Female,36-55,1,0.0509986199383049,21703.26430336355,24,home,89171.8269005921,90210,10,650,Divorced,Bachelors
119c3032-f3e0-4066-9867-238db2e0d43d,2025-06-30 04:27:39.171735+00:00,White,Male,18-35,1,0.09577063396698415,22854.326290753528,48,home,91969.75894334042,90210,2,750,Divorced,Masters
d6d4cf04-bf3b-4f12-b946-48308921d773,2025-06-30 04:27:39.171735+00:00,White,Female,18-35,0,0.9050272831097322,22601.766905297107,36,home,92911.4234576691,60601,0,750,Married,Bachelors
5be41a3e-4fc2-4745-b57a-d5546668bcdb,2025-06-30 04:27:39.171736+00:00,Asian,Male,56+,1,0.3815751393407322,13393.91976663241,24,other,88477.2214946679,90210,1,750,Married,HS
cfbe1f8c-e6a9-4a6a-9478-e366024b4fd0,2025-06-30 04:27:39.171736+00:00,White,Female,18-35,1,0.8701147120856791,20230.37951982242,48,car,102001.9161598181,60601,15,700,Married,Bachelors
1bfc9833-2bb9-47f8-af07-837ed5a6023f,2025-06-30 04:27:39.171737+00:00,Black,Male,36-55,1,0.5187346601127389,21219.658290008192,48,education,56128.82313454671,60601,1,700,Divorced,HS
b64b24a0-a5c7-4f35-838c-aba5b641e6d5,2025-06-30 04:27:39.171737+00:00,White,Male,18-35,1,0.9240497722329755,19362.411798480727,60,other,32961.34870754244,10001,15,750,Single,PhD
788afbce-66bc-47ff-a324-07167cad52cc,2025-06-30 04:27:39.171737+00:00,White,Male,56+,0,0.7242138685471436,15330.909328545662,24,home,75180.68715630758,98101,10,750,Divorced,PhD
3f7318f9-58c4-4d53-91f9-2421a44a728c,2025-06-30 04:27:39.171738+00:00,Asian,Male,36-55,0,0.38243685347782697,22472.28958744874,12,car,52561.2870246239,98101,5,650,Single,HS
ea6e2d1c-f4d8-4496-96db-c39e2fa6de17,2025-06-30 04:27:39.171738+00:00,Hispanic,Female,56+,1,0.15610766149827737,22924.0995697886,24,other,98098.2244898471,90210,1,800,Divorced,HS
3db2e06a-a536-4a47-81eb-c00c14374c81,2025-06-30 04:27:39.171739+00:00,Black,Male,36-55,1,0.20895324405422833,18563.452330704004,48,other,90193.94311776411,10001,5,750,Single,Masters
4b229033-4a53-41e0-89c6-0585e7a2f802,2025-06-30 04:27:39.171739+00:00,White,Male,56+,1,0.7615695339466199,19606.62605509941,24,other,90859.68230654432,90210,5,800,Single,Masters
c3089f4a-c54c-4892-a63c-efa99e1d827b,2025-06-30 04:27:39.171739+00:00,Hispanic,Female,18-35,1,0.5870438943720415,24509.951295919687,60,home,88143.73908718592,90210,1,600,Married,Bachelors
2f5802ef-498a-42ed-bbca-0b2728ffd021,2025-06-30 04:27:39.171740+00:00,Asian,Male,18-35,1,0.04063698146739758,22127.28380863033,48,car,39843.565719008286,10001,10,650,Married,Masters
f3200da9-1eaa-49b5-8ec0-6847571af6f8,2025-06-30 04:27:39.171740+00:00,White,Female,36-55,1,0.693286865117876,16534.882260000824,24,education,91491.61153455506,60601,0,800,Single,Masters
a7bf5cb2-2a04-4147-aaab-16b4f7da7dec,2025-06-30 04:27:39.171741+00:00,White,Female,36-55,1,0.84837140650817,15798.732705112514,24,car,44208.60929378913,90210,2,600,Divorced,Bachelors
6e3bf789-8a76-4c3f-927b-1bea002bc2cf,2025-06-30 04:27:39.171741+00:00,White,Female,18-35,0,0.28916873525400666,28282.63051457167,36,home,82784.3002659168,60601,1,800,Married,Bachelors
04396a7d-7a99-4d1c-95cb-e1b7ef935c29,2025-06-30 04:27:39.171742+00:00,White,Male,36-55,1,0.22848978468604386,11888.189707068743,12,education,85453.00908493878,60601,0,750,Married,Masters
4578f179-d406-43a1-96e7-ae0ea64f6b8b,2025-06-30 04:27:39.171742+00:00,White,Male,56+,0,0.27237224778937585,24781.969528456208,60,education,56545.87254199858,60601,2,750,Single,PhD
e305f94d-fe4c-40b8-9aff-fd2014506527,2025-06-30 04:27:39.171743+00:00,White,Male,56+,1,0.15565348765072085,15008.012852231313,60,car,75866.2606002003,60601,10,600,Single,PhD
c0045a42-9980-4804-8cbd-780d7c402177,2025-06-30 04:27:39.171743+00:00,White,Female,18-35,1,0.44019874185732255,22411.127616935253,36,other,69231.02217964006,10001,5,800,Married,PhD
da07e061-9145-4166-a5bd-a63f9deacb33,2025-06-30 04:27:39.171743+00:00,White,Male,18-35,1,0.40660256564357433,27624.716126667383,12,car,100150.60465690383,10001,0,600,Married,Masters
8182dcfe-66b0-4dcf-92ea-06336909c127,2025-06-30 04:27:39.171744+00:00,Hispanic,Female,56+,0,0.7328814067185138,29487.067849482486,60,education,65660.46135971659,98101,1,600,Divorced,Bachelors
679ecd63-a072-4654-b004-7d55c130fc17,2025-06-30 04:27:39.171744+00:00,White,Female,18-35,0,0.7872945050879699,15302.02824804474,24,car,89735.94768192913,90210,0,800,Married,PhD
af9ebb2f-43b7-48ed-be7f-603ef902028c,2025-06-30 04:27:39.171745+00:00,Hispanic,Male,56+,0,0.29239767694086105,9451.864314405046,12,education,66969.20118736819,60601,15,750,Single,PhD
af2f3a5d-7086-4f81-b5ec-2f8143b3c1f3,2025-06-30 04:27:39.171745+00:00,White,Male,36-55,1,0.7793654761429826,15588.518507703811,36,other,87966.33049158932,98101,5,650,Married,HS
07ef3c15-33b7-47a2-8b7a-49488ba9f600,2025-06-30 04:27:39.171745+00:00,White,Female,36-55,1,0.5497556203233729,20724.320469857757,60,other,92410.63238349925,90210,1,650,Married,Bachelors
4fa52b7e-64cd-428b-b436-6bd3cf509d95,2025-06-30 04:27:39.171746+00:00,White,Male,56+,1,0.21003876471768568,17783.884587523175,12,other,50818.03915648622,60601,0,600,Married,HS
da64c414-b335-4959-850f-16529b4c966b,2025-06-30 04:27:39.171746+00:00,Black,Female,18-35,0,0.09549568743086556,19220.527723164265,12,car,74652.14872403693,90210,5,700,Single,Masters
3ce6e207-1fe9-42a2-a669-7aa15befee69,2025-06-30 04:27:39.171746+00:00,Hispanic,Male,36-55,0,0.7122216365746875,18536.50250380225,60,education,90661.52709846834,90210,0,750,Single,PhD
57734471-c56c-4e49-aeb8-ec0ca1c2d86b,2025-06-30 04:27:39.171747+00:00,White,Male,56+,0,0.9972846531133492,18952.742185125317,12,home,92664.62889523033,60601,15,750,Single,Masters
b694cccf-a45f-412b-bb9c-f9c5ba464ba3,2025-06-30 04:27:39.171747+00:00,White,Female,18-35,0,0.061943850052258886,19224.096902666326,12,other,90559.28669870862,60601,2,700,Single,HS
86f27053-c3b8-4d5e-92d4-5ff9c9cfeb9a,2025-06-30 04:27:39.171748+00:00,White,Female,18-35,0,0.8397398804346629,17370.66766468987,12,education,88444.33982249159,10001,1,650,Married,HS
7cd02646-a4f3-4ed8-8094-a39e9c84a3b1,2025-06-30 04:27:39.171748+00:00,White,Male,36-55,1,0.6103473489941335,19524.168805071957,48,home,66956.08674870669,60601,0,800,Married,Masters
dfd78e6f-7472-4010-9755-4fab8b31f225,2025-06-30 04:27:39.171748+00:00,Asian,Male,36-55,1,0.6858791957932021,24310.09008687693,12,other,103871.52214186199,90210,2,600,Married,PhD
d525b674-605b-4bfd-9f7b-0d10462d574a,2025-06-30 04:27:39.171749+00:00,White,Female,36-55,1,0.12000500051235674,17060.20921680741,36,education,124722.5590463214,10001,0,800,Single,PhD
494c46d0-12b8-45fc-ab7f-96dc5adc9a41,2025-06-30 04:27:39.171749+00:00,White,Male,56+,1,0.9372010314546924,20772.864778999734,24,home,124903.57233530993,90210,1,650,Divorced,HS
72143a9a-24ce-4af4-a524-14463a3967e0,2025-06-30 04:27:39.171750+00:00,Other,Male,18-35,1,0.8312902354107977,22487.850669428022,36,car,93637.59786553313,90210,10,800,Divorced,HS
c9d7b3c6-3328-4e49-afa6-f3a6db3fe77e,2025-06-30 04:27:39.171750+00:00,White,Female,56+,0,0.1146892820700981,16702.61971895679,48,other,51490.90350038887,98101,1,750,Married,Masters
c28c4bbd-d1f9-4dc3-8762-cbc88bcbce46,2025-06-30 04:27:39.171750+00:00,White,Female,56+,1,0.46956515426601353,24041.05023769589,60,other,27763.956310904177,90210,1,650,Divorced,PhD
db1734d1-e521-464f-a98a-0064ea36a452,2025-06-30 04:27:39.171751+00:00,White,Female,18-35,1,0.18221552619945636,24270.454187996354,36,car,71407.8477103629,60601,10,800,Divorced,Masters
22208a55-f857-47e8-ba94-d2d095052cf4,2025-06-30 04:27:39.171751+00:00,White,Male,18-35,1,0.43642218000748734,18490.18404255561,60,home,64632.19095951613,98101,1,600,Single,Bachelors
82756ba0-cc62-47bf-9159-d7f7ca87dedc,2025-06-30 04:27:39.171751+00:00,White,Female,18-35,0,0.7895986527418208,25814.54883945196,24,home,115838.15744453954,10001,0,800,Married,Bachelors
8d85f736-0425-43d0-b120-ce31cf9eb6a4,2025-06-30 04:27:39.171752+00:00,White,Male,36-55,1,0.46310770782091926,20331.91194788658,36,car,59352.811700322985,10001,15,650,Married,PhD
5c7d72e2-b395-4dc5-9972-1ac12bbf3c5d,2025-06-30 04:27:39.171752+00:00,White,Male,56+,1,0.5189143867983564,23413.983849917742,36,car,58701.49044660557,90210,1,700,Single,PhD
b1e3af2d-fdb9-4242-b146-e761068dadc8,2025-06-30 04:27:39.171752+00:00,White,Female,56+,1,0.57791021421972,23627.282452959433,48,education,61129.87893628454,90210,10,600,Single,HS
201e96a7-2e8f-463e-8fff-90504216f380,2025-06-30 04:27:39.171753+00:00,Hispanic,Female,56+,1,0.10261746383149906,20636.627557042524,12,education,71629.58681392144,10001,10,650,Divorced,HS
0568a691-e8a6-496f-9792-83af02bbfe27,2025-06-30 04:27:39.171753+00:00,Black,Male,18-35,1,0.6396047826117551,21957.87674529821,24,other,79225.68705089777,90210,0,650,Single,PhD
2ab85c0d-a5b8-48d7-b7dd-50505dc3f909,2025-06-30 04:27:39.171754+00:00,White,Female,36-55,1,0.7463652068448698,15674.082811997327,60,car,83477.9868642893,10001,0,700,Single,HS
810600a9-0e03-4df3-b3df-8a1cb432fdc2,2025-06-30 04:27:39.171754+00:00,Hispanic,Female,56+,1,0.39934929916404094,24171.52048277165,60,car,77475.38341415215,60601,5,700,Single,HS
255300db-c4ba-4359-b149-82abc088f2d9,2025-06-30 04:27:39.171754+00:00,White,Female,36-55,1,0.9578921936459477,20919.24871969875,60,education,50910.88451415645,60601,15,800,Divorced,PhD
7f1a11ad-e10b-4fb6-a8d0-464d0dc0c4f2,2025-06-30 04:27:39.171755+00:00,Hispanic,Male,36-55,0,0.2914265836758021,23966.494274245742,36,other,84945.18279711503,90210,2,750,Married,PhD
a3b22ffa-795d-4695-b854-aabfd09f9a80,2025-06-30 04:27:39.171755+00:00,White,Male,18-35,1,0.5603469611405194,22136.737990321166,12,other,62305.21855281894,98101,10,700,Married,PhD
5eba297a-f4b2-4c04-b0f1-d659fd12c176,2025-06-30 04:27:39.171756+00:00,Black,Male,56+,1,0.08799797838046464,20936.222286147233,60,other,66536.43871679589,98101,0,700,Married,Bachelors
04ee5bae-2808-4887-974b-a7e2908b0782,2025-06-30 04:27:39.171756+00:00,Other,Male,36-55,1,0.3810077356149293,18969.149442946364,48,car,77861.66283277416,10001,10,800,Divorced,PhD
83a4403d-47a1-41c6-96a6-c724ddf32d05,2025-06-30 04:27:39.171756+00:00,White,Male,18-35,0,0.05680677682079416,17136.246392587676,24,car,62710.38977062302,98101,15,650,Divorced,Bachelors
43eb97c0-1802-4248-bd53-f14700ad7eee,2025-06-30 04:27:39.171757+00:00,White,Male,56+,0,0.19232958561310143,21682.927583669793,48,car,87768.04598058377,98101,5,650,Married,HS
0a48740a-f952-49b5-91f2-040afa074137,2025-06-30 04:27:39.171757+00:00,White,Female,36-55,1,0.7093528069255155,13676.303229196656,48,other,88132.34352214192,90210,0,800,Divorced,Masters
a7e4d3e8-5047-4f1a-9cce-0cae9c9b16fc,2025-06-30 04:27:39.171757+00:00,White,Female,18-35,1,0.1034309959049623,18506.513542550812,36,home,82421.41219869963,10001,15,750,Single,Bachelors
daca5a08-4501-4844-a405-953d3b2d1fd2,2025-06-30 04:27:39.171758+00:00,White,Male,18-35,1,0.5176613107986135,14579.014457561527,36,other,58803.46310022445,90210,0,650,Single,PhD
ad1d472f-c7ae-4127-b377-00e0c131af11,2025-06-30 04:27:39.171758+00:00,Asian,Female,56+,1,0.053173190518803315,19513.5776461834,36,other,92299.29140804904,10001,2,800,Married,Bachelors
7a6e6e42-3d9f-4c1a-abbb-f6fa99dcd762,2025-06-30 04:27:39.171758+00:00,White,Female,18-35,1,0.6725577416076689,11286.291685681434,60,car,85303.3966317596,90210,0,650,Single,Bachelors
ef0b6a92-6948-41f9-986f-8f81481b6a41,2025-06-30 04:27:39.171759+00:00,Hispanic,Female,18-35,0,0.6017330981228157,21566.103115782706,12,education,103358.46199030145,98101,5,600,Single,Masters
c7252d7b-1b21-404f-8f6f-dff0debbc2c2,2025-06-30 04:27:39.171759+00:00,Hispanic,Female,18-35,1,0.14175615047376777,17761.59902551147,60,home,70892.13893490045,98101,2,800,Divorced,Bachelors
6016c1fa-795d-40a8-b5dd-2ba42609ae11,2025-06-30 04:27:39.171760+00:00,Black,Female,18-35,0,0.7583292883835283,18653.275890889585,12,other,91723.80211225929,60601,15,700,Married,Bachelors
5272e8e6-8e03-4bd0-82b1-bdf4fdb923e4,2025-06-30 04:27:39.171760+00:00,White,Female,56+,1,0.03815767158205319,22400.998479652066,36,car,71086.0659623862,98101,2,750,Married,Masters
b331e5c2-ca91-4235-9bd7-689609ede8d9,2025-06-30 04:27:39.171760+00:00,White,Female,18-35,0,0.35550857931689894,15818.821302085427,12,other,79100.50785208926,90210,5,800,Divorced,PhD
27c66aa6-0041-43e0-936b-7e1465682d52,2025-06-30 04:27:39.171761+00:00,White,Female,18-35,1,0.6576439573443049,20901.979562123404,12,car,94136.11536593633,98101,15,750,Single,Bachelors
daf50455-410f-466f-ad04-c23393264904,2025-06-30 04:27:39.171761+00:00,White,Male,36-55,1,0.12016106840545648,27523.171698319213,12,education,72925.64775296791,10001,10,700,Divorced,HS
c0baf044-14c0-45cb-a114-627ed6994960,2025-06-30 04:27:39.171761+00:00,Asian,Female,36-55,1,0.5804732111908081,14851.849864247979,48,car,66320.46506041478,10001,15,750,Single,Masters
0d31bfd5-bf02-4fd8-9221-005df02c94b9,2025-06-30 04:27:39.171762+00:00,Black,Male,56+,1,0.6761116795293551,15346.825410708894,36,education,69362.49579784811,10001,0,750,Divorced,Bachelors
65d1c52f-a847-445c-a13e-3efc8c5956ef,2025-06-30 04:27:39.171762+00:00,Black,Female,18-35,0,0.44510817549413995,10402.159195652583,36,home,113435.80737870409,98101,10,750,Married,Bachelors
523d60a2-3a13-4d18-97f7-0c2ab4a4266c,2025-06-30 04:27:39.171763+00:00,White,Female,36-55,0,0.2978945770029764,26668.82255560444,48,other,79692.01332207146,60601,15,800,Single,HS
4fdb3023-9cde-4fcf-a3e9-6e3f1dadfbc1,2025-06-30 04:27:39.171763+00:00,White,Male,18-35,1,0.6840556795072519,19183.744988072624,60,other,113656.38698538169,90210,2,800,Married,PhD
91f1387d-4b2f-4983-846a-88f52d2328fd,2025-06-30 04:27:39.171763+00:00,Other,Male,18-35,1,0.6262129612824591,20085.307269643505,24,car,70518.40203892402,10001,1,700,Divorced,Masters
b5c32a08-7954-43fa-ba77-d9b63fd37590,2025-06-30 04:27:39.171764+00:00,White,Female,56+,1,0.5420463982076413,21961.905189378595,48,car,70170.06331579755,90210,2,750,Single,PhD
478feaff-8717-479b-af50-b506cf0e2f58,2025-06-30 04:27:39.171764+00:00,Hispanic,Male,36-55,0,0.47021112202699067,15790.156289497114,48,car,45994.954273250114,90210,5,800,Single,Masters
73710043-8beb-4790-95ee-ed9f7ffdbeef,2025-06-30 04:27:39.171765+00:00,White,Male,56+,1,0.511613434550839,16380.3176417903,24,other,65153.69642107388,98101,0,600,Single,Masters
eba15ade-e2ad-408b-aa06-3be8e07c3ebc,2025-06-30 04:27:39.171765+00:00,White,Male,36-55,1,0.884259119324693,27042.834576441994,36,education,87402.35090518827,60601,10,650,Married,PhD
806c183f-35b5-4daa-9910-5f13406d886f,2025-06-30 04:27:39.171765+00:00,Other,Female,18-35,0,0.18423934277269627,17228.828036120383,24,car,109814.90885920163,90210,10,700,Single,HS
fc92c0e8-10ed-45c2-873f-831f123cb374,2025-06-30 04:27:39.171766+00:00,White,Male,36-55,0,0.4396533058753419,17193.266698382107,60,other,95345.77750662928,98101,0,750,Single,HS
4d4f2f91-d9b5-43d6-a451-30c3918f07ce,2025-06-30 04:27:39.171766+00:00,Hispanic,Male,18-35,0,0.16833918956672822,13328.016497119332,12,home,83499.31636249756,90210,5,650,Married,Bachelors
0aec84c8-f52f-4792-a858-66afdbe5b8cf,2025-06-30 04:27:39.171766+00:00,White,Female,36-55,0,0.5576454548109233,32011.122576807174,36,home,92850.85828794124,98101,15,700,Single,HS
8b2a4b0b-320c-489d-be29-e8e472c5f2da,2025-06-30 04:27:39.171767+00:00,White,Female,18-35,1,0.3156539170629623,11875.234358492284,24,other,95856.53928407849,90210,2,600,Single,HS
f931ec9f-2859-42fe-bea2-cd9fa6a29bfc,2025-06-30 04:27:39.171767+00:00,Hispanic,Male,36-55,1,0.44872804045682013,11333.804333350728,48,car,76323.4477814532,60601,10,700,Divorced,Bachelors
262b8dac-54a7-47e7-8176-f1f457c24532,2025-06-30 04:27:39.171768+00:00,White,Female,36-55,1,0.4090087242407612,17901.233789498292,48,car,89779.3064362602,60601,10,700,Divorced,Bachelors
fc5e6a4f-0d40-4db8-b81d-4da2a7bdb41d,2025-06-30 04:27:39.171768+00:00,White,Male,36-55,1,0.6173456633266401,12844.716158600217,12,education,83041.25440115441,60601,10,750,Divorced,Masters
99957dfa-05b6-4857-8258-1462c9eab7a7,2025-06-30 04:27:39.171768+00:00,Hispanic,Female,18-35,0,0.6885446634216175,27659.072124075858,60,education,56666.160512084374,10001,0,650,Married,HS
0313a345-39e9-49e1-8b9d-e5df5f9c72f8,2025-06-30 04:27:39.171769+00:00,Hispanic,Female,36-55,1,0.9816913217101985,18569.679918866528,12,education,75266.26653932084,98101,1,800,Single,PhD
5c4226bb-c4a5-42f5-82cd-5dd2f70bc018,2025-06-30 04:27:39.171769+00:00,White,Male,18-35,1,0.34271171820802004,6642.496645117746,24,other,95368.6796493601,60601,5,650,Single,HS
1a704791-f534-464f-a716-d4194293859b,2025-06-30 04:27:39.171769+00:00,Black,Male,36-55,0,0.8169418908896237,20913.987631122454,12,other,100725.51272266847,98101,10,650,Divorced,PhD
627ab6d8-c9a6-47b2-a930-9fbabf2515d4,2025-06-30 04:27:39.171770+00:00,Black,Female,18-35,0,0.9605880992555274,25114.741806059843,12,home,60000.741797241906,10001,5,700,Divorced,Masters
4b47b93b-0887-4eba-8ed8-71eb3d3a356a,2025-06-30 04:27:39.171770+00:00,White,Female,18-35,0,0.9589901529307608,11913.461784912302,12,education,97100.08840129388,98101,1,800,Divorced,Bachelors
5a9bea1f-d398-44cc-942f-c785a9ea7325,2025-06-30 04:27:39.171771+00:00,White,Male,18-35,1,0.8916459272210582,9880.717481919704,24,other,86171.3281533577,60601,15,700,Divorced,Masters
0bd8e79b-5c43-4ba6-8a6f-cc6e1e3946c3,2025-06-30 04:27:39.171772+00:00,White,Male,18-35,1,0.5307992232548092,27385.969681923325,60,car,71963.2588906433,10001,10,700,Divorced,HS
1e9202cb-b4fc-484b-b4b7-77a06992fee5,2025-06-30 04:27:39.171772+00:00,White,Female,36-55,1,0.13519919129625735,17487.054629856233,48,other,83129.01250126616,98101,1,600,Married,PhD
14f555ac-6356-47ef-b4b7-a314f73281b9,2025-06-30 04:27:39.171772+00:00,White,Male,36-55,1,0.08293286060131089,19157.94969930527,12,other,61033.94887391088,60601,10,800,Married,HS
a1d7c2d5-6f50-4a7c-b243-5a1d318eea78,2025-06-30 04:27:39.171773+00:00,White,Male,56+,1,0.39128017635030465,12724.149850901915,60,home,115998.47916008905,90210,5,600,Married,Bachelors
df5731aa-fb55-4652-8746-262c0bda6d8f,2025-06-30 04:27:39.171773+00:00,Asian,Female,56+,0,0.19070422198641424,23254.805565311926,48,car,81649.28271220761,10001,0,650,Married,Bachelors
b8adc454-5fa4-49b3-b156-bafee346e964,2025-06-30 04:27:39.171773+00:00,Black,Female,18-35,1,0.8463834318790048,13717.792732822538,36,car,102267.48097056292,60601,1,650,Divorced,HS
c12a48ad-c736-4897-adc6-c42818373e8a,2025-06-30 04:27:39.171774+00:00,White,Male,56+,0,0.11560112024065006,28206.599407704325,48,home,90971.96826688711,60601,1,750,Single,Bachelors
fc86dd65-2492-48d8-813d-0c1d96e4dbf3,2025-06-30 04:27:39.171774+00:00,Hispanic,Male,56+,1,0.9590465028862114,14166.383199719323,60,home,80343.3346003152,60601,5,700,Divorced,Masters
b739e86d-2d4c-47ef-a41e-750449a52068,2025-06-30 04:27:39.171774+00:00,White,Female,56+,1,0.2464630684332093,16745.93553975975,48,other,71391.00835441987,98101,2,800,Divorced,HS
66b4a2ba-8526-4d9a-aba9-0dd6cb748e17,2025-06-30 04:27:39.171775+00:00,Black,Male,56+,1,0.4761436733814527,18876.069503344974,12,car,102885.61186184795,60601,2,600,Married,PhD
ffc62d14-7abe-442f-9a2d-e771a86eec33,2025-06-30 04:27:39.171775+00:00,Black,Male,36-55,1,0.6900617712794263,14205.131357739112,36,other,90357.75099784753,60601,5,800,Married,PhD
c06c7008-885b-41b5-b055-2a4c03fe48b9,2025-06-30 04:27:39.171776+00:00,Black,Female,56+,1,0.5108367046522738,16174.672224054531,60,home,92530.09199198183,98101,15,600,Single,Bachelors
cfde5227-d449-46bd-9bd1-54bb5720ad89,2025-06-30 04:27:39.171776+00:00,White,Male,18-35,0,0.9812745619604477,30352.316964978934,48,car,97683.54229539442,98101,15,750,Single,Masters
47555e8e-e1b5-4e31-be7e-743b5f9e33c7,2025-06-30 04:27:39.171776+00:00,Hispanic,Female,36-55,1,0.4180132597840801,18383.919070350825,36,other,63887.32853638849,98101,0,600,Divorced,PhD
5e849efb-f98b-4191-955b-53c72d8921ef,2025-06-30 04:27:39.171777+00:00,White,Female,18-35,1,0.5216868325185188,13640.052654504474,48,other,102609.45803044722,90210,5,600,Divorced,Bachelors
ab26e43f-d73b-4956-952e-08857b0cf400,2025-06-30 04:27:39.171777+00:00,White,Male,36-55,1,0.8774001000879001,16465.45107606088,12,other,52544.11099345266,90210,5,750,Divorced,Bachelors
e9da6b55-db56-47b3-911b-20f1752fbf74,2025-06-30 04:27:39.171777+00:00,White,Male,36-55,1,0.24940625817110618,22957.96584591706,24,education,52868.73561605437,98101,2,650,Single,PhD
cb6feffe-c88a-4569-9789-2db16fabed32,2025-06-30 04:27:39.171778+00:00,White,Male,18-35,1,0.5738561125916635,24438.50267114007,24,car,105324.56271233052,90210,10,600,Married,Masters
46f5f457-de1a-470e-bf81-ceef81331aab,2025-06-30 04:27:39.171778+00:00,Other,Female,36-55,1,0.52419296482172,16132.243060038962,24,other,104564.43208065516,10001,1,650,Divorced,Bachelors
5757b1a7-c681-43ee-a4bc-f79e01aabe86,2025-06-30 04:27:39.171779+00:00,Black,Female,36-55,1,0.4788989225692767,21621.572250924793,60,car,93392.57522375607,60601,1,800,Married,HS
9effd7f7-0816-47a8-88da-574b49a9453a,2025-06-30 04:27:39.171779+00:00,Hispanic,Female,36-55,1,0.4787079670049582,20304.18517523349,24,other,72568.19595096674,90210,1,800,Single,Bachelors
0bd6b1ef-7ead-4272-882f-69c79f55dcca,2025-06-30 04:27:39.171779+00:00,White,Male,36-55,1,0.8982952450598927,18267.8654003318,12,car,58057.272378185036,10001,5,800,Married,Masters
